Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,EV Connector Types,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Location
ELEC,BEAM CHARGING,776 Avenue of the Americas,"777 SIXTH AVE; Enter parking garage on 26th Ave, between 6th ave and Broadway (North Side). See valet attendant to use charging station.",New York,NY,10001,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.744914,-73.991028,10/28/2018,80061,2018-10-28 09:03:02 UTC,,,,,"(40.7449139, -73.9910276)"
ELEC,Borland House Bed and Breakfast - Tesla,130 Clinton St,,Montgomery,NY,12549,,845-457-1513  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,41.526880,-74.235988,01/04/2018,80330,2018-03-06 01:53:36 UTC,P,,,12/15/2016,"(41.52688, -74.235988)"
ELEC,Ellwanger Estate Bed and Breakfast - Tesla,625 Mt Hope Ave,,Rochester,NY,14620,,585-314-1793  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,43.137550,-77.615609,01/04/2018,80331,2018-03-06 01:49:44 UTC,P,,,12/15/2016,"(43.13755, -77.615609)"
ELEC,GMC Parking - Tesla,111 E 82nd St,,New York,NY,10065,,212-288-9645  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.777361,-73.958550,01/04/2018,80332,2018-03-06 01:55:20 UTC,P,,,12/15/2016,"(40.777361, -73.95855)"
ELEC,Gurney's Montauk Resort and Spa - Tesla,290 Old Montauk Hwy,,Montauk,NY,11954,,631-668-2345  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,41.015489,-71.992316,01/04/2018,80333,2018-03-06 01:55:22 UTC,P,,,12/15/2016,"(41.015489, -71.992316)"
ELEC,Hampton Inn & Suites - Tesla,555 Tuckahoe Rd,,Yonkers,NY,10701,,914-963-3200  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.954894,-73.849732,01/04/2018,80334,2018-03-06 01:49:40 UTC,P,,,12/15/2016,"(40.954894, -73.849732)"
ELEC,La Tourelle Hotel and Spa - Tesla,1150 Danby Rd,,Ithaca,NY,14850,,607-273-2734  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla use only; for guest and customer use only,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,42.401806,-76.502908,01/04/2018,80335,2018-03-06 00:46:10 UTC,P,,,12/15/2016,"(42.401806, -76.502908)"
ELEC,Red Coach Inn - Tesla,2 Buffalo Ave,,Niagara Falls,NY,14303,,716-282-1459  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,43.084386,-79.063875,01/04/2018,80336,2018-03-06 01:49:45 UTC,P,,,12/15/2016,"(43.084386, -79.063875)"
ELEC,Smoky Rock BBQ - Tesla,6367 Mill St,,Rhinebeck,NY,12572,,845-876-5232  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,41.925496,-73.913269,01/04/2018,80337,2018-03-06 01:49:45 UTC,P,,,12/15/2016,"(41.925496, -73.913269)"
ELEC,Standard Parking - Tesla,21 E 15th St,,Manhattan,NY,10003,,800-836-6666  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.736197,-73.991965,01/04/2018,80338,2018-03-06 01:10:40 UTC,P,,,12/15/2016,"(40.736197, -73.991965)"
ELEC,Tarrytown House Estate on the Hudson - Tesla,49 E Sunnyside Ln,,Tarrytown,NY,10591,,914-591-8200  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla use only; for guest use only,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,41.048075,-73.857415,01/04/2018,80339,2018-03-06 01:49:41 UTC,P,,,12/15/2016,"(41.048075, -73.857415)"
ELEC,iPark - Tesla,200 E 70th St,,Manhattan,NY,10021,,212-535-5908  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.768429,-73.961544,01/04/2018,80340,2018-03-06 00:46:09 UTC,P,,,12/15/2016,"(40.768429, -73.961544)"
ELEC,iPark - Tesla,245 E 63rd St,,Manhattan,NY,10025,,212-752-0485  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.763377,-73.963156,01/04/2018,80341,2018-02-06 21:00:03 UTC,P,,,12/15/2016,"(40.763377, -73.963156)"
ELEC,iPark - Tesla,41 E 85th St,,Manhattan,NY,10028,,212-472-4713  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.780120,-73.959168,01/04/2018,80342,2018-03-06 00:37:00 UTC,P,,,12/15/2016,"(40.78012, -73.959168)"
ELEC,Bob Johnson Chevrolet,1271 W Ridge Rd,,Rochester,NY,14615,,585-663-4040,E,,Public,24 hours daily,,,1,1,,,,J1772 J1772COMBO,200-9,43.203546,-77.661537,06/05/2018,80871,2018-06-05 19:29:00 UTC,P,,,01/01/2010,"(43.203546, -77.661537)"
ELEC,Peconic Lane Community Center,1170 Peconic Ln,,Peconic,NY,11958,,631-765-8251,E,,Public - Credit card at all times,24 hours daily,A D M V,,1,,,,,J1772,GPS,41.043700,-72.456800,06/05/2018,80873,2018-06-05 19:29:00 UTC,LG,,,11/15/2017,"(41.0437, -72.4568)"
ELEC,WINDHAMMOUNTAIN,19 Resort Dr,NS1-WINDHAM #1; located at the south east corner of or main lot along the stream,Windham,NY,12496,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.299276,-74.255881,10/28/2018,80967,2018-10-28 09:03:02 UTC,,,,,"(42.2992758, -74.2558811)"
ELEC,MAIN,1133 NY-414,"DEL LAGO 1ST FL; 1st floor, use right side entrance and go to the far left",Waterloo,NY,13165,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.969966,-76.845282,10/28/2018,80972,2018-10-28 09:03:02 UTC,,,,,"(42.9699663, -76.8452818)"
ELEC,MAIN,1133 Route 414 Parking Garage,"2ND FLOOR 1 GW; 2nd floor near stairs, against front wall 2ND FLOOR 2 NGW; 2nd floor of parking garage, at front wall, near casino entrance",Waterloo,NY,13165,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.969166,-76.845266,10/28/2018,81175,2018-10-28 09:03:02 UTC,,,,,"(42.9691655, -76.8452658)"
ELEC,Jim Barnard Chevrolet,7101 Buffalo Rd,,Churchville,NY,14428,,585-293-2120,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,GPS,43.100000,-77.860000,04/06/2017,81608,2018-06-02 17:46:48 UTC,P,,,01/01/2010,"(43.1, -77.86)"
ELEC,GREATNECK PLAZA,2 Gussack Plaza,"PLAZA CENTER; Village of Great Neck Plaza ""Plaza Centre"" parking garage, follow traffic flow signs back down to street level B, station to the right.",Great Neck,NY,11022,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.787424,-73.729999,10/28/2018,81641,2018-10-28 09:03:02 UTC,,,,,"(40.7874242, -73.7299994)"
ELEC,ABM Parking - Tesla,13-17 E 54th St,,New York,NY,10022,,212-308-3770  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.760868,-73.974956,04/06/2017,81985,2018-03-06 00:34:14 UTC,P,,,03/01/2017,"(40.760868, -73.974956)"
ELEC,ABM Parking - Tesla,118 E 60th St,,New York,NY,10022,,212-754-2678  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.762806,-73.968700,04/06/2017,81986,2018-03-06 00:49:06 UTC,P,,,03/01/2017,"(40.762806, -73.9687)"
ELEC,Apple Parking - Tesla,332 W 11th St,,New York,NY,10014,,212-741-9079  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.735404,-74.007717,04/06/2017,81987,2018-03-06 01:02:43 UTC,P,,,03/01/2017,"(40.735404, -74.007717)"
ELEC,Champion Parking - Tesla,60 E 90TH St,,New York,NY,10028,,212-828-8282  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,,40.782939,-73.956497,04/06/2017,81988,2018-02-06 21:00:03 UTC,P,,,03/01/2017,"(40.7829389, -73.9564972)"
ELEC,Enterprise - Tesla,309 Gold St,,Brooklyn,NY,11201,,212-564-3199  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.692282,-73.983386,04/06/2017,81989,2018-03-06 00:38:46 UTC,P,,,03/01/2017,"(40.692282, -73.983386)"
ELEC,GGMC Parking - Tesla,415 E 79th St,,New York,NY,10075,,212-650-1275  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.772012,-73.951908,04/06/2017,81990,2018-03-06 00:34:08 UTC,P,,,03/01/2017,"(40.772012, -73.951908)"
ELEC,GGMC Parking - Tesla,161 W 61st St,,New York,NY,10023,,212-397-8949  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.771516,-73.985859,04/06/2017,81991,2018-03-06 00:32:50 UTC,P,,,03/01/2017,"(40.771516, -73.985859)"
ELEC,GGMC Parking - Tesla,300 E 54th St,,New York,NY,10022,,212-223-4891  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.756956,-73.966399,04/06/2017,81992,2018-03-06 00:34:07 UTC,P,,,03/01/2017,"(40.756956, -73.966399)"
ELEC,GGMC Parking - Tesla,300 E 74th St,,New York,NY,10021,,212-988-8026  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.769839,-73.956756,04/06/2017,81993,2018-03-06 01:18:21 UTC,P,,,03/01/2017,"(40.769839, -73.956756)"
ELEC,GGMC Parking - Tesla,230 E 92nd St,,New York,NY,10128,,212-410-2184  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.782347,-73.950512,04/06/2017,81994,2018-03-06 00:30:03 UTC,P,,,03/01/2017,"(40.782347, -73.950512)"
ELEC,Hampton Inn - Tesla,102-40 Ditmars Blvd,,East Elmhurst,NY,11369,,718-672-6600  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.767871,-73.867659,04/06/2017,81995,2018-03-06 00:38:47 UTC,P,,,03/01/2017,"(40.767871, -73.867659)"
ELEC,Home2 Suites - Tesla,600 Route 211 E,,Middletown,NY,10941,,845-703-8000  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,41.462968,-74.368183,04/06/2017,81996,2018-03-06 00:29:34 UTC,P,,,03/01/2017,"(41.462968, -74.368183)"
ELEC,Icon Parking - Tesla,385 W 15th St,,New York,NY,10011,,212-929-8164  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.741485,-74.004475,04/06/2017,81997,2018-03-06 00:38:24 UTC,P,,,03/01/2017,"(40.741485, -74.004475)"
ELEC,Icon Parking - Tesla,200 E 32nd St,,Manhattan,NY,10016,,212-684-2481  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.744029,-73.978952,04/06/2017,81998,2018-03-06 00:29:40 UTC,P,,,03/01/2017,"(40.744029, -73.978952)"
ELEC,Icon Parking - Tesla,39 Exchange Pl,,New York,NY,10005,,212-825-0700  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.705801,-74.009880,04/06/2017,81999,2018-03-06 01:18:20 UTC,P,,,03/01/2017,"(40.705801, -74.00988)"
ELEC,Little Man Parking - Tesla,4-76 47th Ave,,Long Island City,NY,11109,,718-606-1760  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.746006,-73.955771,04/06/2017,82000,2018-03-06 00:38:46 UTC,P,,,03/01/2017,"(40.746006, -73.955771)"
ELEC,Manhattan Parking - Tesla,543 W 110th St,,New York,NY,10025,,212-222-7813  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.804167,-73.965894,04/06/2017,82001,2018-03-06 00:29:40 UTC,P,,,03/01/2017,"(40.804167, -73.965894)"
ELEC,ParkIt - Tesla,310 E 11th St,,New York,NY,10003,,212-475-5262  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.729871,-73.985680,04/06/2017,82002,2018-03-06 00:38:41 UTC,P,,,03/01/2017,"(40.729871, -73.98568)"
ELEC,Quik Park - Tesla,365 Bond St,,Brooklyn,NY,11231,,888-705-7845  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.677433,-73.990299,04/06/2017,82003,2018-03-06 01:02:18 UTC,P,,,03/01/2017,"(40.677433, -73.990299)"
ELEC,Quik Park - Tesla,172 Venderbilt,,Brooklyn,NY,11205,,718-222-9427  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,,40.692240,-73.969654,04/06/2017,82004,2018-02-06 21:00:03 UTC,P,,,03/01/2017,"(40.6922396, -73.9696545)"
ELEC,Rapidpark - Tesla,9 W 100th St,,New York,NY,10024,,212-531-4228  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.794681,-73.963228,04/06/2017,82005,2018-03-06 01:02:55 UTC,P,,,03/01/2017,"(40.794681, -73.963228)"
ELEC,River Spring Lodge - Tesla,1961 Church Rd,,Darien Center,NY,14040,,585-708-4212  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla use only; for guest use only,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,42.862450,-78.344960,04/06/2017,82006,2018-03-06 00:38:23 UTC,P,,,03/01/2017,"(42.86245, -78.34496)"
ELEC,Standard Parking - Tesla,20 W 13th St,,New York,NY,10011,,800-836-6666  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.735781,-73.995221,04/06/2017,82007,2018-03-06 00:49:09 UTC,P,,,03/01/2017,"(40.735781, -73.995221)"
ELEC,The Standard - Tesla,848 Washington St,,New York,NY,10014,,212-645-4646  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.740793,-74.007836,04/06/2017,82008,2018-03-06 00:38:23 UTC,P,,,03/01/2017,"(40.740793, -74.007836)"
ELEC,iPark - Tesla,116 E 98th St,,New York,NY,10029,,212-289-6257  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.787343,-73.951003,04/06/2017,82009,2018-03-06 01:18:18 UTC,P,,,03/01/2017,"(40.787343, -73.951003)"
ELEC,iPark - Tesla,22 N 5th St,,Brooklyn,NY,11211,,718-218-7570  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.719425,-73.963259,04/06/2017,82010,2018-03-06 00:29:39 UTC,P,,,03/01/2017,"(40.719425, -73.963259)"
ELEC,iPark - Tesla,249 N 7th St,,Brooklyn,NY,11248,,929-337-8633  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.716085,-73.954508,04/06/2017,82011,2018-03-06 01:18:18 UTC,P,,,03/01/2017,"(40.716085, -73.954508)"
ELEC,iPark - Tesla,3 E 67th St,,New York,NY,10065,,212-650-0996  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.769202,-73.969214,04/06/2017,82012,2018-03-06 00:38:41 UTC,P,,,03/01/2017,"(40.769202, -73.969214)"
ELEC,iPark - Tesla,386 E 48th St,,New York,NY,11248,,212-813-0014  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.751919,-73.965135,04/06/2017,82013,2018-03-06 00:40:40 UTC,P,,,03/01/2017,"(40.751919, -73.965135)"
ELEC,iPark - Tesla,530 E 80th St,,New York,NY,10075,,212-439-1580  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.771321,-73.948174,04/06/2017,82014,2018-03-06 00:49:09 UTC,P,,,03/01/2017,"(40.771321, -73.948174)"
ELEC,imPark - Tesla,611 E 83rd St,,New York,NY,10028,,212-249-5124  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.772748,-73.945633,04/06/2017,82015,2018-03-06 01:02:22 UTC,P,,,03/01/2017,"(40.772748, -73.945633)"
ELEC,Winwood Inn - Tesla,5220 State Route 23,,Windham,NY,12496,,518-734-3000  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,42.310435,-74.241272,04/06/2017,82016,2018-03-06 00:49:09 UTC,P,,,03/01/2017,"(42.310435, -74.241272)"
ELEC,Fairport Electric,43 Lift Bridge Ln E,Located near S Water St,Fairport,NY,14450,,585-223-9500,E,,Public,24 hours daily,,,1,,,,,J1772,200-9,43.101432,-77.438423,04/03/2018,82260,2018-04-03 18:22:40 UTC,LG,,,11/01/2016,"(43.101432, -77.438423)"
ELEC,COHEN BROTHERS,750 Lexington Ave,750 LEXINGTON; -,New York,NY,10022,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.762898,-73.968327,10/28/2018,82314,2018-10-28 09:03:02 UTC,,,,,"(40.7628984, -73.9683267)"
ELEC,COHEN BROTHERS,3 E 54th St,E 54TH ST 01; -,New York,NY,10022,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.760960,-73.974649,10/28/2018,82318,2018-10-28 09:03:02 UTC,,,,,"(40.7609595, -73.9746494)"
ELEC,Davidson Ford,3690 State Route 31,Located in the front of the building,Clay,NY,13090,,315-870-7000,E,,Public,"7am-6pm M-F, 8am-12pm Sat",,,1,,,,,J1772,GPS,43.181259,-76.256973,05/04/2017,82355,2018-06-02 17:47:52 UTC,P,,,04/01/2017,"(43.181259, -76.256973)"
ELEC,ROSENDALE,382 Main St,WILLOW KILN; Station is located in Willow kiln parking lot,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,41.844954,-74.081459,10/28/2018,82373,2018-10-28 09:03:02 UTC,,,,,"(41.8449543, -74.0814593)"
ELEC,Reinstein Woods Nature Preserve,93 Honorine Dr,"Between Union & Transit Rds, off of Como Park Boulevard",Depew,NY,14043,,716-683-5959,E,,Public,Sunrise to sunset,,1,1,,,,,J1772,200-8,42.889011,-78.718568,06/05/2018,82545,2018-06-05 19:29:00 UTC,SG,,,04/21/2017,"(42.889011, -78.718568)"
ELEC,HABBERSTAD BMW,959 E Jericho Turnpike,DC FAST 01 HUNTINGTON 01,Huntington Station,NY,11746,,888-758-4389,E,,Public,24 hours daily,,,2,1,,ChargePoint Network,http://www.chargepoint.com/,J1772 J1772COMBO,200-8,40.835792,-73.373734,10/28/2018,82576,2018-10-28 09:03:02 UTC,,,,,"(40.835792, -73.373734)"
ELEC,VALET,304 Rush St,205_206; VALET PARKING 207_208; VALET PARKING 209_210; VALET PARKING,Schenectady,NY,12308,,888-758-4389,E,,Public,24 hours daily,,,6,,,ChargePoint Network,http://www.chargepoint.com/,J1772,200-9,42.817930,-73.942085,10/28/2018,82606,2018-10-28 09:03:02 UTC,,,,,"(42.81793, -73.942085)"
ELEC,BEAM CHARGING,160 W 10th St,TRAVELERS GRG; -,New York,NY,10014,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772 NEMA520,GPS,40.734314,-74.001953,10/28/2018,85402,2018-10-28 09:03:02 UTC,,,,,"(40.734314, -74.0019531)"
ELEC,BEAM CHARGING,300 E 34th St,TUNNEL GARAGE; -,Manhattan,NY,10016,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772 NEMA520,GPS,40.744415,-73.975487,10/28/2018,85405,2018-10-28 09:03:02 UTC,,,,,"(40.7444153, -73.9754868)"
ELEC,BEAM CHARGING,118 E 86th St,SAVOY GARAGE; Main level back of garage,New York,NY,10028,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772 NEMA520,GPS,40.779766,-73.956291,10/28/2018,85406,2018-10-28 09:03:02 UTC,,,,,"(40.7797661, -73.9562912)"
ELEC,BEAM CHARGING,127 E 83rd St,DUFORD STUDIOS; -,Manhattan,NY,10028,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772 NEMA520,GPS,40.777870,-73.957192,10/28/2018,85407,2018-10-28 09:03:02 UTC,,,,,"(40.7778702, -73.9571915)"
ELEC,BEAM CHARGING,400 E 56th St,PLAZA 400 GRG; Ground level of parking garage 55th St side,Manhattan,NY,10022,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772 NEMA520,GPS,40.757450,-73.962974,10/28/2018,85408,2018-10-28 09:03:02 UTC,,,,,"(40.7574501, -73.9629745)"
ELEC,THE VUE,1809 Emmons Ave,THE VUE DC; Charger Only Available Through Valet Service,Brooklyn,NY,11235,,888-758-4389,E,,Public,24 hours daily,,,,2,,ChargePoint Network,http://www.chargepoint.com/,CHADEMO J1772COMBO,GPS,40.583755,-73.950123,10/28/2018,85440,2018-10-28 09:03:02 UTC,,,,,"(40.5837551, -73.9501228)"
ELEC,GOWANUS,214 3rd St,WHOLE FOODS 1; Near front door of Whole Foods WHOLE FOODS 2,Brooklyn,NY,11215,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,J1772,200-9,40.675124,-73.988492,10/28/2018,85460,2018-10-28 09:03:02 UTC,,,,,"(40.675124, -73.988492)"
ELEC,CASE CENTER LOT,Case Center Dr,CASE LOT; Case lot near community gardens.,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,43.096185,-73.786437,10/28/2018,85525,2018-10-28 09:03:02 UTC,,,,,"(43.096185, -73.7864368)"
ELEC,BEAM CHARGING,69-13 Austin Street,GERARD GARAGE; -,Forest Hills,NY,11375,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772 NEMA520,GPS,40.721874,-73.849070,10/28/2018,85553,2018-10-28 09:03:02 UTC,,,,,"(40.7218743, -73.8490698)"
ELEC,NATIONAL GRID,1305 Buckley Rd,NEW HAMPTON INN; Near main front entrance,Syracuse,NY,13212,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,43.094833,-76.172042,10/28/2018,85565,2018-10-28 09:03:02 UTC,,,,,"(43.0948333, -76.1720421)"
ELEC,PARKING GARAGE,15 Bank St,STATION 1; 1st floor section A3 STATION 2; 1st fl section A3,White Plains,NY,10606,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,J1772,200-9,41.031322,-73.774501,10/28/2018,85575,2018-10-28 09:03:02 UTC,,,,,"(41.031322, -73.774501)"
ELEC,NATIONAL GRID,Diefendorf Loop,DIEFENDORF HALL; In parking lot of Diefendorf Hall,Buffalo,NY,14215,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.952294,-78.817858,10/28/2018,85634,2018-10-28 09:03:02 UTC,,,,,"(42.9522945, -78.8178585)"
ELEC,Romeo Chevrolet,1665 Ulster Ave,,Lake Katrine,NY,12449,,845-282-0790,E,,Public,24 hours daily,,,2,1,,,,J1772 J1772COMBO,200-9,41.980335,-73.990256,06/05/2018,85682,2018-06-05 19:29:00 UTC,P,,,06/01/2017,"(41.980335, -73.990256)"
ELEC,Catamount Ski,78 Catamount Rd,,Hillsdale,NY,12529,,518-325-3200,E,,Public - Call ahead,10am-5:30pm daily,,2,,,,,,NEMA1450 NEMA520,200-8,42.171859,-73.477728,06/05/2018,85949,2018-06-05 19:29:00 UTC,P,,,07/01/2017,"(42.171859, -73.477728)"
ELEC,Koeppel Nissan,74-15 Northern Blvd,,Jackson Heights,NY,11372,,877-505-6334,E,,Public - Call ahead,Dealership business hours,,,1,1,,,,CHADEMO J1772 J1772COMBO,200-9,40.755072,-73.892094,07/09/2018,85969,2018-07-09 12:13:28 UTC,P,,,03/01/2017,"(40.755072, -73.892094)"
